Order_ID,Component_ID,Vendor_ID,Route_ID,Order_Date,Contractual_Delivery_Date,Actual_Delivery_Date,Delivered_Qty,Ordered_Qty,Price_per_Unit,Actual_Lead_Days,Committed_Lead_Days,Shortfall,Shortfall_flag,Delay_Indicator
O3834,C02,V007,R010,01-10-2024,18-10-2024,23-11-2024,167,247,12.75,53,17,80,1,1
O3835,C03,V009,R025,10-11-2024,20-11-2024,19-11-2024,240,750,88,9,10,510,1,0
O3836,C02,V012,R006,28-10-2024,02-11-2024,06-11-2024,84,194,12.75,9,5,110,1,1
O3837,C05,V010,R025,12-10-2024,30-10-2024,25-10-2024,448,750,37,13,18,302,1,0
O3838,C02,V011,R011,01-11-2024,02-11-2024,20-11-2024,247,313,12.75,19,1,66,1,1
O3839,C02,V007,R026,24-10-2024,06-11-2024,17-11-2024,71,181,12.75,24,13,110,1,1
O3840,C03,V003,R001,04-11-2024,20-11-2024,23-11-2024,147,218,88,19,16,71,1,1
O3841,C05,V013,R026,01-10-2024,18-10-2024,02-11-2024,269,329,37,32,17,60,1,1
O3842,C02,V002,R006,20-10-2024,04-11-2024,20-11-2024,50,284,12.75,31,15,234,1,1
O3843,C03,V014,R021,10-10-2024,20-11-2024,28-10-2024,55,750,88,18,41,695,1,0
O3844,C01,V008,R008,05-10-2024,07-11-2024,05-11-2024,112,187,25.5,31,33,75,1,0
O3845,C04,V015,R012,05-10-2024,20-11-2024,25-10-2024,281,647,65.2,20,46,366,1,0
O3846,C03,V001,R027,20-10-2024,02-11-2024,02-11-2024,50,310,88,13,13,260,1,1
O3847,C04,V008,R029,15-10-2024,28-10-2024,17-11-2024,275,750,65.2,33,13,475,1,1
O3848,C01,V010,R003,10-10-2024,18-10-2024,20-11-2024,50,309,25.5,41,8,259,1,1
O3849,C04,V010,R010,05-10-2024,15-11-2024,28-10-2024,153,278,65.2,23,41,125,1,0
O3850,C05,V007,R028,28-10-2024,04-11-2024,16-11-2024,225,319,37,19,7,94,1,1
O3851,C04,V002,R021,20-10-2024,21-11-2024,10-11-2024,50,168,65.2,21,32,118,1,0
O3852,C05,V004,R005,20-10-2024,15-11-2024,30-10-2024,160,750,37,10,26,590,1,0
O3853,C05,V015,R018,15-10-2024,20-11-2024,05-11-2024,224,527,37,21,36,303,1,0
O3854,C03,V005,R003,10-11-2024,20-11-2024,05-11-2024,342,679,88,-5,10,337,1,0
O3855,C05,V014,R028,12-10-2024,28-10-2024,29-10-2024,129,750,37,17,16,621,1,1
O3856,C05,V014,R003,20-10-2024,30-10-2024,23-11-2024,447,750,37,34,10,303,1,1
O3857,C03,V012,R021,10-11-2024,20-11-2024,20-11-2024,50,339,88,10,10,289,1,1
O3858,C02,V002,R005,05-10-2024,28-10-2024,05-11-2024,176,325,12.75,31,23,149,1,1
O3859,C03,V008,R028,28-10-2024,07-11-2024,29-10-2024,377,750,88,1,10,373,1,0
O3860,C02,V008,R014,24-10-2024,07-11-2024,20-11-2024,50,215,12.75,27,14,165,1,1
O3861,C01,V008,R016,20-10-2024,21-11-2024,19-11-2024,50,50,25.5,30,32,0,0,0
O3862,C02,V011,R007,15-10-2024,07-11-2024,16-11-2024,96,172,12.75,32,23,76,1,1
O3863,C02,V001,R014,10-10-2024,30-10-2024,06-11-2024,50,183,12.75,27,20,133,1,1
O3864,C01,V002,R021,01-10-2024,16-11-2024,25-10-2024,184,333,25.5,24,46,149,1,0
O3865,C05,V010,R011,15-10-2024,16-11-2024,19-11-2024,251,652,37,35,32,401,1,1
O3866,C03,V003,R014,20-10-2024,07-11-2024,28-10-2024,146,169,88,8,18,23,1,0
O3867,C02,V015,R023,01-10-2024,20-11-2024,10-11-2024,50,264,12.75,40,50,214,1,0
O3868,C03,V014,R030,04-11-2024,20-11-2024,19-11-2024,101,436,88,15,16,335,1,0
O3869,C02,V003,R017,01-11-2024,04-11-2024,29-10-2024,202,257,12.75,-3,3,55,1,0
O3870,C05,V014,R027,10-11-2024,12-11-2024,17-11-2024,368,592,37,7,2,224,1,1
O3871,C02,V002,R023,05-11-2024,15-11-2024,10-11-2024,50,130,12.75,5,10,80,1,0
O3872,C05,V007,R002,12-10-2024,30-10-2024,19-11-2024,269,422,37,38,18,153,1,1
O3873,C05,V003,R018,20-10-2024,28-10-2024,10-11-2024,50,520,37,21,8,470,1,1
O3874,C05,V015,R029,15-10-2024,07-11-2024,28-10-2024,108,388,37,13,23,280,1,0
O3875,C03,V008,R018,05-10-2024,28-10-2024,06-11-2024,50,126,88,32,23,76,1,1
O3876,C01,V006,R009,12-10-2024,04-11-2024,29-10-2024,50,92,25.5,17,23,42,1,0
O3877,C04,V004,R001,05-10-2024,30-10-2024,29-10-2024,87,383,65.2,24,25,296,1,0
O3878,C02,V011,R008,01-11-2024,04-11-2024,10-11-2024,50,495,12.75,9,3,445,1,1
O3879,C03,V006,R023,10-10-2024,15-10-2024,16-11-2024,50,298,88,37,5,248,1,1
O3880,C02,V011,R001,28-10-2024,15-11-2024,16-11-2024,50,96,12.75,19,18,46,1,1
O3881,C01,V008,R018,12-10-2024,21-11-2024,10-11-2024,50,349,25.5,29,40,299,1,0
O3882,C05,V010,R017,12-10-2024,04-11-2024,10-11-2024,112,750,37,29,23,638,1,1
O3883,C04,V013,R030,01-11-2024,04-11-2024,16-11-2024,182,481,65.2,15,3,299,1,1
O3884,C01,V015,R009,10-10-2024,21-11-2024,06-11-2024,149,750,25.5,27,42,601,1,0
O3885,C03,V001,R006,10-10-2024,21-11-2024,25-10-2024,50,223,88,15,42,173,1,0
O3886,C02,V005,R008,10-10-2024,12-11-2024,05-11-2024,166,279,12.75,26,33,113,1,0
O3887,C03,V008,R022,01-10-2024,28-10-2024,25-10-2024,50,264,88,24,27,214,1,0
O3888,C03,V003,R009,04-11-2024,06-11-2024,20-11-2024,159,199,88,16,2,40,1,1
O3889,C04,V006,R012,15-10-2024,04-11-2024,16-11-2024,50,58,65.2,32,20,8,1,1
O3890,C03,V003,R003,28-10-2024,16-11-2024,28-10-2024,116,743,88,0,19,627,1,0
O3891,C05,V014,R029,10-11-2024,20-11-2024,28-10-2024,183,319,37,-13,10,136,1,0
O3892,C03,V003,R021,15-11-2024,20-11-2024,19-11-2024,361,570,88,4,5,209,1,0
O3893,C05,V004,R008,24-10-2024,06-11-2024,30-10-2024,707,750,37,6,13,43,1,0
O3894,C03,V001,R019,01-10-2024,02-11-2024,17-11-2024,50,345,88,47,32,295,1,1
O3895,C05,V008,R020,25-10-2024,20-11-2024,18-11-2024,50,750,37,24,26,700,1,0
O3896,C02,V007,R002,05-10-2024,02-11-2024,10-11-2024,118,327,12.75,36,28,209,1,1
O3897,C01,V002,R018,01-11-2024,21-11-2024,16-11-2024,50,168,25.5,15,20,118,1,0
O3898,C05,V005,R027,24-10-2024,20-11-2024,19-11-2024,445,750,37,26,27,305,1,0
O3899,C02,V013,R001,01-10-2024,06-11-2024,18-11-2024,50,50,12.75,48,36,0,0,1
O3900,C03,V014,R015,10-11-2024,20-11-2024,28-10-2024,452,509,88,-13,10,57,1,0
O3901,C02,V002,R025,12-10-2024,04-11-2024,23-11-2024,101,290,12.75,42,23,189,1,1
O3902,C01,V013,R016,28-10-2024,20-11-2024,05-11-2024,371,750,25.5,8,23,379,1,0
O3903,C01,V001,R007,24-10-2024,12-11-2024,20-11-2024,50,115,25.5,27,19,65,1,1
O3904,C05,V014,R015,15-10-2024,28-10-2024,19-11-2024,320,750,37,35,13,430,1,1
O3905,C02,V011,R018,05-10-2024,21-11-2024,25-10-2024,74,97,12.75,20,47,23,1,0
O3906,C05,V010,R019,01-10-2024,15-11-2024,18-11-2024,282,632,37,48,45,350,1,1
O3907,C04,V009,R004,25-10-2024,12-11-2024,29-10-2024,50,750,65.2,4,18,700,1,0
O3908,C05,V015,R030,10-11-2024,16-11-2024,30-10-2024,50,750,37,-11,6,700,1,0
O3909,C05,V005,R004,15-11-2024,20-11-2024,17-11-2024,192,648,37,2,5,456,1,0
O3910,C04,V010,R008,12-10-2024,20-11-2024,10-11-2024,90,750,65.2,29,39,660,1,0
O3911,C05,V002,R026,05-11-2024,16-11-2024,29-10-2024,86,271,37,-7,11,185,1,0
O3912,C02,V011,R011,01-10-2024,18-10-2024,10-11-2024,50,297,12.75,40,17,247,1,1
O3913,C05,V014,R030,10-11-2024,20-11-2024,19-11-2024,274,340,37,9,10,66,1,0
O3914,C05,V013,R023,05-10-2024,07-11-2024,18-11-2024,50,341,37,44,33,291,1,1
O3915,C02,V002,R018,28-10-2024,06-11-2024,06-11-2024,159,237,12.75,9,9,78,1,1
O3916,C02,V004,R019,20-10-2024,15-11-2024,18-11-2024,219,491,12.75,29,26,272,1,1
O3917,C03,V002,R022,10-11-2024,15-11-2024,02-11-2024,52,147,88,-8,5,95,1,0
O3918,C04,V011,R001,25-10-2024,12-11-2024,05-11-2024,50,296,65.2,11,18,246,1,0
O3919,C02,V011,R020,12-10-2024,21-11-2024,20-11-2024,163,615,12.75,39,40,452,1,0
O3920,C03,V014,R014,10-10-2024,20-11-2024,28-10-2024,115,297,88,18,41,182,1,0
O3921,C05,V015,R026,01-11-2024,06-11-2024,10-11-2024,146,619,37,9,5,473,1,1
O3922,C03,V003,R025,10-11-2024,20-11-2024,06-11-2024,510,556,88,-4,10,46,1,0
O3923,C02,V009,R010,05-10-2024,18-10-2024,29-10-2024,363,391,12.75,24,13,28,1,1
O3924,C03,V012,R006,18-10-2024,21-11-2024,25-10-2024,50,262,88,7,34,212,1,0
O3925,C01,V005,R012,01-10-2024,28-10-2024,10-11-2024,62,191,25.5,40,27,129,1,1
O3926,C02,V006,R005,05-10-2024,15-11-2024,18-11-2024,50,406,12.75,44,41,356,1,1
O3927,C05,V003,R002,18-10-2024,21-11-2024,17-11-2024,142,249,37,30,34,107,1,0
O3928,C03,V012,R014,04-11-2024,20-11-2024,19-11-2024,50,750,88,15,16,700,1,0
O3929,C02,V013,R022,20-10-2024,04-11-2024,10-11-2024,50,50,12.75,21,15,0,0,1
O3930,C05,V011,R006,15-10-2024,28-10-2024,16-11-2024,50,334,37,32,13,284,1,1
O3931,C02,V011,R013,15-10-2024,15-11-2024,10-11-2024,146,241,12.75,26,31,95,1,0
O3932,C05,V005,R017,25-10-2024,30-10-2024,18-11-2024,750,750,37,24,5,0,0,1
O3933,C01,V010,R007,15-10-2024,04-11-2024,28-10-2024,228,404,25.5,13,20,176,1,0
O3934,C03,V006,R008,24-10-2024,20-11-2024,02-11-2024,50,50,88,9,27,0,0,0
O3935,C01,V004,R023,04-11-2024,16-11-2024,10-11-2024,83,382,25.5,6,12,299,1,0
O3936,C03,V002,R028,10-10-2024,15-10-2024,10-11-2024,50,50,88,31,5,0,0,1
O3937,C05,V014,R024,12-10-2024,20-11-2024,19-11-2024,437,750,37,38,39,313,1,0
O3938,C01,V001,R001,01-10-2024,02-11-2024,20-11-2024,50,52,25.5,50,32,2,1,1
O3939,C03,V008,R001,28-10-2024,07-11-2024,18-11-2024,153,750,88,21,10,597,1,1
O3940,C03,V006,R011,15-10-2024,06-11-2024,25-10-2024,311,327,88,10,22,16,1,0
O3941,C04,V006,R025,10-10-2024,07-11-2024,29-10-2024,176,303,65.2,19,28,127,1,0
O3942,C05,V003,R007,12-10-2024,28-10-2024,05-11-2024,93,750,37,24,16,657,1,1
O3943,C03,V012,R018,15-10-2024,20-11-2024,19-11-2024,201,222,88,35,36,21,1,0
O3944,C05,V015,R025,20-10-2024,16-11-2024,18-11-2024,106,478,37,29,27,372,1,1
O3945,C05,V010,R024,05-10-2024,15-11-2024,18-11-2024,104,191,37,44,41,87,1,1
O3946,C02,V011,R011,05-10-2024,04-11-2024,16-11-2024,50,346,12.75,42,30,296,1,1
O3947,C01,V005,R006,18-10-2024,06-11-2024,16-11-2024,357,392,25.5,29,19,35,1,1
O3948,C03,V006,R027,01-10-2024,15-10-2024,25-10-2024,131,265,88,24,14,134,1,1
O3949,C05,V008,R011,05-11-2024,12-11-2024,20-11-2024,264,367,37,15,7,103,1,1
O3950,C05,V007,R010,20-10-2024,07-11-2024,30-10-2024,428,750,37,10,18,322,1,0
O3951,C02,V005,R026,28-10-2024,12-11-2024,05-11-2024,221,314,12.75,8,15,93,1,0
O3952,C02,V004,R026,12-10-2024,06-11-2024,30-10-2024,50,408,12.75,18,25,358,1,0
O3953,C01,V006,R013,05-11-2024,21-11-2024,28-10-2024,63,165,25.5,-8,16,102,1,0
O3954,C03,V006,R029,10-10-2024,20-11-2024,28-10-2024,50,378,88,18,41,328,1,0
O3955,C03,V005,R016,01-11-2024,06-11-2024,02-11-2024,91,116,88,1,5,25,1,0
O3956,C03,V015,R021,28-10-2024,15-11-2024,06-11-2024,50,496,88,9,18,446,1,0
O3957,C03,V006,R001,01-10-2024,28-10-2024,28-10-2024,548,550,88,27,27,2,1,1
O3958,C05,V015,R028,15-10-2024,28-10-2024,05-11-2024,85,634,37,21,13,549,1,1
O3959,C05,V012,R028,24-10-2024,15-11-2024,16-11-2024,50,362,37,23,22,312,1,1
O3960,C01,V001,R002,05-10-2024,16-11-2024,23-11-2024,159,376,25.5,49,42,217,1,1
O3961,C05,V001,R008,15-11-2024,20-11-2024,30-10-2024,153,750,37,-16,5,597,1,0
O3962,C01,V013,R021,05-10-2024,02-11-2024,10-11-2024,55,56,25.5,36,28,1,1,1
O3963,C05,V008,R030,25-10-2024,16-11-2024,10-11-2024,319,750,37,16,22,431,1,0
O3964,C02,V011,R026,20-10-2024,12-11-2024,05-11-2024,50,319,12.75,16,23,269,1,0
O3965,C05,V014,R018,01-11-2024,16-11-2024,05-11-2024,265,597,37,4,15,332,1,0
O3966,C04,V007,R026,20-10-2024,06-11-2024,10-11-2024,122,344,65.2,21,17,222,1,1
O3967,C01,V001,R020,28-10-2024,04-11-2024,23-11-2024,50,326,25.5,26,7,276,1,1
O3968,C04,V002,R025,15-11-2024,16-11-2024,23-11-2024,50,407,65.2,8,1,357,1,1
O3969,C03,V013,R009,18-10-2024,07-11-2024,06-11-2024,122,173,88,19,20,51,1,0
O3970,C03,V005,R011,12-10-2024,12-11-2024,05-11-2024,50,203,88,24,31,153,1,0
O3971,C03,V008,R024,20-10-2024,16-11-2024,28-10-2024,556,677,88,8,27,121,1,0
O3972,C02,V011,R002,18-10-2024,30-10-2024,10-11-2024,50,305,12.75,23,12,255,1,1
O3973,C03,V003,R008,04-11-2024,20-11-2024,29-10-2024,94,551,88,-6,16,457,1,0
O3974,C04,V002,R005,12-10-2024,12-11-2024,10-11-2024,50,221,65.2,29,31,171,1,0
O3975,C03,V006,R029,10-10-2024,20-11-2024,10-11-2024,50,143,88,31,41,93,1,0
O3976,C02,V001,R013,01-10-2024,16-11-2024,23-11-2024,107,177,12.75,53,46,70,1,1
O3977,C05,V004,R019,15-10-2024,18-10-2024,10-11-2024,540,750,37,26,3,210,1,1
O3978,C03,V006,R019,20-10-2024,30-10-2024,06-11-2024,50,158,88,17,10,108,1,1
O3979,C02,V010,R026,28-10-2024,07-11-2024,19-11-2024,124,275,12.75,22,10,151,1,1
O3980,C01,V011,R010,12-10-2024,16-11-2024,17-11-2024,50,510,25.5,36,35,460,1,1
O3981,C05,V003,R004,24-10-2024,15-11-2024,30-10-2024,50,146,37,6,22,96,1,0
O3982,C02,V015,R020,05-10-2024,16-11-2024,17-11-2024,118,216,12.75,43,42,98,1,1
O3983,C02,V012,R008,01-10-2024,20-11-2024,19-11-2024,230,398,12.75,49,50,168,1,0
O3984,C03,V012,R001,04-11-2024,21-11-2024,20-11-2024,50,77,88,16,17,27,1,0
O3985,C01,V013,R024,01-11-2024,21-11-2024,25-10-2024,50,355,25.5,-7,20,305,1,0
O3986,C02,V007,R003,05-11-2024,21-11-2024,29-10-2024,88,288,12.75,-7,16,200,1,0
O3987,C03,V014,R027,04-11-2024,20-11-2024,28-10-2024,50,176,88,-7,16,126,1,0
O3988,C05,V007,R012,12-10-2024,04-11-2024,10-11-2024,50,119,37,29,23,69,1,1
O3989,C05,V007,R006,15-11-2024,21-11-2024,10-11-2024,679,750,37,-5,6,71,1,0
O3990,C04,V010,R012,15-10-2024,28-10-2024,10-11-2024,338,740,65.2,26,13,402,1,1
O3991,C01,V013,R015,10-10-2024,28-10-2024,17-11-2024,393,706,25.5,38,18,313,1,1
O3992,C03,V010,R016,18-10-2024,15-11-2024,16-11-2024,50,359,88,29,28,309,1,1
O3993,C05,V014,R025,24-10-2024,30-10-2024,17-11-2024,238,750,37,24,6,512,1,1
O3994,C02,V008,R001,24-10-2024,02-11-2024,02-11-2024,50,260,12.75,9,9,210,1,1
O3995,C03,V012,R013,15-11-2024,20-11-2024,23-11-2024,245,738,88,8,5,493,1,1
O3996,C02,V011,R017,05-10-2024,15-11-2024,29-10-2024,50,240,12.75,24,41,190,1,0
O3997,C05,V015,R016,28-10-2024,20-11-2024,05-11-2024,288,325,37,8,23,37,1,0
O3998,C05,V012,R030,10-11-2024,15-11-2024,06-11-2024,392,442,37,-4,5,50,1,0
O3999,C03,V003,R003,15-10-2024,15-11-2024,29-10-2024,102,239,88,14,31,137,1,0
O4000,C02,V011,R026,20-10-2024,04-11-2024,29-10-2024,73,227,12.75,9,15,154,1,0
O4001,C02,V011,R011,05-10-2024,15-11-2024,19-11-2024,245,282,12.75,45,41,37,1,1
O4002,C03,V012,R030,10-10-2024,07-11-2024,28-10-2024,130,750,88,18,28,620,1,0
O4003,C02,V010,R013,28-10-2024,04-11-2024,10-11-2024,69,151,12.75,13,7,82,1,1
O4004,C04,V014,R014,28-10-2024,30-10-2024,05-11-2024,164,528,65.2,8,2,364,1,1
O4005,C05,V015,R019,25-10-2024,15-11-2024,18-11-2024,360,699,37,24,21,339,1,1
O4006,C05,V005,R023,15-10-2024,18-10-2024,29-10-2024,50,254,37,14,3,204,1,1
O4007,C02,V008,R013,04-11-2024,20-11-2024,06-11-2024,135,717,12.75,2,16,582,1,0
O4008,C02,V010,R024,04-11-2024,15-11-2024,30-10-2024,50,331,12.75,-5,11,281,1,0
O4009,C04,V007,R015,28-10-2024,02-11-2024,23-11-2024,125,750,65.2,26,5,625,1,1
O4010,C03,V001,R010,10-11-2024,21-11-2024,30-10-2024,168,214,88,-11,11,46,1,0
O4011,C03,V007,R026,04-11-2024,07-11-2024,10-11-2024,88,283,88,6,3,195,1,1
O4012,C01,V011,R011,24-10-2024,20-11-2024,28-10-2024,82,349,25.5,4,27,267,1,0
O4013,C02,V007,R018,20-10-2024,06-11-2024,29-10-2024,63,329,12.75,9,17,266,1,0
O4014,C01,V007,R025,20-10-2024,04-11-2024,10-11-2024,265,328,25.5,21,15,63,1,1
O4015,C04,V010,R009,28-10-2024,07-11-2024,16-11-2024,532,593,65.2,19,10,61,1,1
O4016,C05,V014,R004,10-10-2024,16-11-2024,20-11-2024,674,750,37,41,37,76,1,1
O4017,C02,V012,R003,10-10-2024,20-11-2024,25-10-2024,171,397,12.75,15,41,226,1,0
O4018,C01,V005,R014,24-10-2024,30-10-2024,28-10-2024,472,705,25.5,4,6,233,1,0
O4019,C01,V003,R025,15-10-2024,21-11-2024,17-11-2024,103,288,25.5,33,37,185,1,0
O4020,C05,V011,R008,01-11-2024,06-11-2024,16-11-2024,199,206,37,15,5,7,1,1
O4021,C05,V008,R017,15-10-2024,12-11-2024,06-11-2024,271,750,37,22,28,479,1,0
O4022,C02,V002,R007,18-10-2024,30-10-2024,30-10-2024,50,362,12.75,12,12,312,1,1
O4023,C05,V015,R026,04-11-2024,12-11-2024,20-11-2024,417,424,37,16,8,7,1,1
O4024,C04,V005,R016,15-10-2024,20-11-2024,10-11-2024,50,172,65.2,26,36,122,1,0
O4025,C02,V002,R017,24-10-2024,30-10-2024,28-10-2024,157,204,12.75,4,6,47,1,0
O4026,C01,V009,R020,15-10-2024,18-10-2024,10-11-2024,272,640,25.5,26,3,368,1,1
O4027,C02,V011,R022,05-10-2024,18-10-2024,10-11-2024,50,275,12.75,36,13,225,1,1
O4028,C04,V015,R023,20-10-2024,04-11-2024,18-11-2024,152,750,65.2,29,15,598,1,1
O4029,C05,V008,R011,04-11-2024,06-11-2024,05-11-2024,50,133,37,1,2,83,1,0
O4030,C02,V008,R017,28-10-2024,16-11-2024,05-11-2024,50,142,12.75,8,19,92,1,0
O4031,C03,V014,R003,12-10-2024,28-10-2024,23-11-2024,57,139,88,42,16,82,1,1
O4032,C02,V004,R018,28-10-2024,12-11-2024,05-11-2024,168,750,12.75,8,15,582,1,0
O4033,C05,V001,R029,15-10-2024,28-10-2024,19-11-2024,50,694,37,35,13,644,1,1
O4034,C01,V011,R018,01-10-2024,18-10-2024,23-11-2024,50,306,25.5,53,17,256,1,1
O4035,C03,V003,R020,18-10-2024,28-10-2024,10-11-2024,311,750,88,23,10,439,1,1
O4036,C05,V014,R024,24-10-2024,28-10-2024,19-11-2024,167,748,37,26,4,581,1,1
O4037,C01,V006,R023,01-10-2024,15-10-2024,20-11-2024,50,74,25.5,50,14,24,1,1
O4038,C05,V009,R030,28-10-2024,30-10-2024,19-11-2024,508,556,37,22,2,48,1,1
O4039,C02,V007,R005,15-10-2024,28-10-2024,06-11-2024,83,111,12.75,22,13,28,1,1
O4040,C02,V015,R001,04-11-2024,20-11-2024,10-11-2024,50,305,12.75,6,16,255,1,0
O4041,C05,V011,R029,28-10-2024,20-11-2024,19-11-2024,175,397,37,22,23,222,1,0
O4042,C02,V014,R007,05-10-2024,21-11-2024,20-11-2024,50,163,12.75,46,47,113,1,0
O4043,C05,V005,R029,24-10-2024,30-10-2024,17-11-2024,568,750,37,24,6,182,1,1
O4044,C03,V006,R018,15-10-2024,15-11-2024,10-11-2024,50,447,88,26,31,397,1,0
O4045,C03,V006,R027,01-11-2024,04-11-2024,19-11-2024,50,380,88,18,3,330,1,1
O4046,C02,V010,R030,15-10-2024,12-11-2024,06-11-2024,515,720,12.75,22,28,205,1,0
O4047,C03,V006,R023,10-11-2024,20-11-2024,18-11-2024,50,397,88,8,10,347,1,0
O4048,C04,V004,R015,15-10-2024,16-11-2024,29-10-2024,231,234,65.2,14,32,3,1,0
O4049,C05,V015,R015,24-10-2024,20-11-2024,19-11-2024,203,750,37,26,27,547,1,0
O4050,C03,V013,R021,01-11-2024,02-11-2024,23-11-2024,86,175,88,22,1,89,1,1
O4051,C04,V014,R019,01-11-2024,07-11-2024,17-11-2024,170,483,65.2,16,6,313,1,1
O4052,C05,V004,R003,12-10-2024,16-11-2024,10-11-2024,478,588,37,29,35,110,1,0
O4053,C02,V003,R021,05-11-2024,15-11-2024,25-10-2024,292,377,12.75,-11,10,85,1,0
O4054,C05,V004,R020,15-10-2024,12-11-2024,06-11-2024,433,750,37,22,28,317,1,0
O4055,C05,V004,R022,05-10-2024,12-11-2024,25-10-2024,132,354,37,20,38,222,1,0
O4056,C05,V004,R003,10-11-2024,20-11-2024,19-11-2024,176,750,37,9,10,574,1,0
O4057,C05,V015,R029,24-10-2024,16-11-2024,17-11-2024,715,750,37,24,23,35,1,1
O4058,C03,V006,R018,25-10-2024,30-10-2024,19-11-2024,50,282,88,25,5,232,1,1
O4059,C02,V013,R022,01-10-2024,21-11-2024,28-10-2024,171,288,12.75,27,51,117,1,0
O4060,C03,V006,R021,01-10-2024,06-11-2024,25-10-2024,50,168,88,24,36,118,1,0
O4061,C05,V014,R015,10-11-2024,20-11-2024,10-11-2024,82,411,37,0,10,329,1,0
O4062,C01,V007,R007,20-10-2024,07-11-2024,23-11-2024,115,126,25.5,34,18,11,1,1
O4063,C02,V006,R028,04-11-2024,21-11-2024,20-11-2024,50,324,12.75,16,17,274,1,0
O4064,C04,V015,R029,18-10-2024,02-11-2024,02-11-2024,50,133,65.2,15,15,83,1,1
O4065,C03,V009,R001,18-10-2024,07-11-2024,19-11-2024,50,540,88,32,20,490,1,1
O4066,C01,V006,R015,04-11-2024,20-11-2024,19-11-2024,50,335,25.5,15,16,285,1,0
O4067,C03,V004,R011,15-10-2024,30-10-2024,17-11-2024,181,463,88,33,15,282,1,1
O4068,C01,V005,R015,25-10-2024,20-11-2024,02-11-2024,50,750,25.5,8,26,700,1,0
O4069,C03,V004,R018,20-10-2024,04-11-2024,28-10-2024,228,282,88,8,15,54,1,0
O4070,C04,V002,R029,24-10-2024,30-10-2024,05-11-2024,50,750,65.2,12,6,700,1,1
O4071,C02,V009,R015,28-10-2024,21-11-2024,25-10-2024,132,291,12.75,-3,24,159,1,0
O4072,C02,V002,R007,24-10-2024,06-11-2024,10-11-2024,50,380,12.75,17,13,330,1,1
O4073,C05,V001,R027,10-11-2024,20-11-2024,25-10-2024,255,466,37,-16,10,211,1,0
O4074,C01,V001,R012,05-10-2024,28-10-2024,06-11-2024,108,193,25.5,32,23,85,1,1
O4075,C01,V003,R021,24-10-2024,20-11-2024,02-11-2024,470,750,25.5,9,27,280,1,0
O4076,C05,V003,R022,28-10-2024,04-11-2024,19-11-2024,142,278,37,22,7,136,1,1
O4077,C01,V006,R006,10-11-2024,20-11-2024,30-10-2024,50,750,25.5,-11,10,700,1,0
O4078,C02,V003,R022,15-11-2024,20-11-2024,29-10-2024,50,212,12.75,-17,5,162,1,0
O4079,C01,V009,R026,20-10-2024,30-10-2024,18-11-2024,50,481,25.5,29,10,431,1,1
O4080,C02,V010,R020,28-10-2024,30-10-2024,05-11-2024,334,750,12.75,8,2,416,1,1
O4081,C03,V006,R005,04-11-2024,20-11-2024,20-11-2024,91,198,88,16,16,107,1,1
O4082,C05,V015,R018,28-10-2024,16-11-2024,19-11-2024,140,316,37,22,19,176,1,1
O4083,C03,V010,R020,04-11-2024,07-11-2024,18-11-2024,50,629,88,14,3,579,1,1
O4084,C02,V008,R022,01-11-2024,15-11-2024,29-10-2024,137,314,12.75,-3,14,177,1,0
O4085,C02,V003,R029,10-10-2024,28-10-2024,19-11-2024,50,750,12.75,40,18,700,1,1
O4086,C01,V006,R029,01-10-2024,15-10-2024,19-11-2024,204,248,25.5,49,14,44,1,1
O4087,C05,V003,R015,15-10-2024,15-11-2024,05-11-2024,50,129,37,21,31,79,1,0
O4088,C04,V015,R004,15-10-2024,20-11-2024,28-10-2024,101,172,65.2,13,36,71,1,0
O4089,C02,V001,R024,15-11-2024,16-11-2024,17-11-2024,50,266,12.75,2,1,216,1,1
O4090,C02,V007,R025,20-10-2024,30-10-2024,02-11-2024,50,157,12.75,13,10,107,1,1
O4091,C05,V007,R014,10-10-2024,02-11-2024,18-11-2024,50,331,37,39,23,281,1,1
O4092,C02,V011,R004,15-10-2024,04-11-2024,10-11-2024,50,216,12.75,26,20,166,1,1
O4093,C03,V008,R014,12-10-2024,06-11-2024,29-10-2024,50,213,88,17,25,163,1,0
O4094,C01,V001,R018,10-10-2024,15-10-2024,17-11-2024,50,266,25.5,38,5,216,1,1
O4095,C02,V013,R011,01-10-2024,15-10-2024,16-11-2024,62,301,12.75,46,14,239,1,1
O4096,C01,V008,R025,20-10-2024,04-11-2024,20-11-2024,50,750,25.5,31,15,700,1,1
O4097,C03,V014,R014,24-10-2024,20-11-2024,19-11-2024,295,750,88,26,27,455,1,0
O4098,C02,V011,R028,12-10-2024,15-11-2024,29-10-2024,170,302,12.75,17,34,132,1,0
O4099,C05,V002,R004,01-11-2024,12-11-2024,30-10-2024,196,676,37,-2,11,480,1,0
O4100,C02,V013,R021,18-10-2024,04-11-2024,23-11-2024,69,311,12.75,36,17,242,1,1
O4101,C02,V015,R016,01-11-2024,06-11-2024,18-11-2024,50,246,12.75,17,5,196,1,1
O4102,C03,V003,R016,04-11-2024,06-11-2024,20-11-2024,376,603,88,16,2,227,1,1
O4103,C05,V015,R023,12-10-2024,28-10-2024,19-11-2024,484,750,37,38,16,266,1,1
O4104,C01,V013,R012,05-11-2024,21-11-2024,28-10-2024,178,361,25.5,-8,16,183,1,0
